location,tau,p_value,slope,trend_class,mean_value,std_value
101_1,-0.008602150537634409,0.959334085947048,0.0,No significant trend,-0.13161290322580646,2.5577776351358708
101_10,-0.07956989247311828,0.5406231028187141,-0.030769230769230767,No significant trend,-0.34903225806451615,2.9007700366301066
101_100,-0.0967741935483871,0.45455525621868187,-0.05999999999999998,No significant trend,-1.4161290322580646,3.7101175334998397
101_1000,-0.17419354838709677,0.1739206495334844,-0.05249999999999999,No significant trend,0.4783870967741936,2.4636153564121237
101_1001,0.34623655913978496,0.006539518436156966,0.10647058823529412,Increasing,-0.604516129032258,1.634317138074606
101_1002,-0.017204301075268817,0.9052952265477159,-0.006666666666666672,No significant trend,-0.82,3.563589165705761
101_1003,-0.25591397849462366,0.0449013762794892,-0.10055555555555558,Decreasing,3.195483870967741,18.338656833129527
101_1004,-0.03655913978494624,0.7856661000859302,-0.02071428571428571,No significant trend,-0.47161290322580635,3.8003260443946743
101_1005,-0.13333333333333333,0.2998377295670276,-0.05833333333333333,No significant trend,-0.7074193548387097,2.5293196429869407
101_1006,-0.02795698924731183,0.8383870987564421,-0.008888888888888884,No significant trend,-0.20741935483870969,1.9262046381453053
101_1007,-0.2924731182795699,0.021760860424100192,-0.11400000000000002,Decreasing,1.5625806451612907,6.784265937300253
101_1008,-0.12473118279569892,0.33264709898406286,-0.04363636363636363,No significant trend,-0.864516129032258,2.3768030014715924
101_1009,-0.13118279569892474,0.30783043013369626,-0.026666666666666665,No significant trend,-0.3532258064516129,1.88308666837837
101_101,-0.2645161290322581,0.038119926564599727,-0.134375,Decreasing,0.3487096774193547,5.530741501903166
101_1010,-0.13548387096774195,0.29198463590975887,-0.04823529411764708,No significant trend,-1.1251612903225807,2.1441742089908558
101_1013,-0.0989247311827957,0.4443675620908478,-0.04800000000000004,No significant trend,-0.29774193548387085,3.6736776946774263
101_1014,0.08602150537634409,0.5074200543722851,0.07090909090909091,No significant trend,-2.0932258064516125,3.3655037365340044
101_1015,-0.2,0.11789500171022893,-0.09238095238095238,No significant trend,-0.6283870967741937,2.369942284276402
101_1016,-0.09247311827956989,0.47532023939393775,-0.023684210526315787,No significant trend,-0.7196774193548388,5.742926916944101
101_1017,-0.07526881720430108,0.5633463699559165,-0.033846153846153845,No significant trend,0.7116129032258064,3.3893639109903546
