location,tau,p_value,slope,trend_class,mean_value,std_value
101_1,0.9359605911330049,1.1661782650662644e-12,0.948333333333333,Increasing,82.52413793103449,8.067715788867412
101_10,0.874384236453202,3.129319026129451e-11,1.1244999999999998,Increasing,70.85517241379311,9.647639918900179
101_100,0.8866995073891626,1.64896984955476e-11,0.9080952380952382,Increasing,40.03448275862068,8.02944047786854
101_1000,0.9605911330049262,2.944311461305915e-13,2.285304347826087,Increasing,44.851724137931036,19.953128191177324
101_1001,0.9039408866995073,6.6282535016171096e-12,0.7799999999999987,Increasing,69.48620689655174,6.6288150570552276
101_1002,0.8275862068965517,3.30075300425392e-10,0.7413194444444445,Increasing,73.92758620689655,6.443542426428887
101_1003,0.6896551724137931,1.6633067945193147e-07,0.644949494949495,Increasing,49.77931034482759,6.0481618359086
101_1004,0.9605911330049262,2.944311461305915e-13,1.3477272727272727,Increasing,68.6448275862069,11.854246618883376
101_1005,0.9433497536945813,7.744915819785092e-13,1.1000000000000014,Increasing,70.26206896551724,9.634936923119172
101_1006,0.9187192118226601,2.994049452809122e-12,1.2382275132275133,Increasing,72.78275862068965,10.647261877753367
101_1007,0.9458128078817734,6.752376435770202e-13,1.7386752136752142,Increasing,50.248275862068965,15.36899298273021
101_1008,0.9310344827586207,1.5294432387236157e-12,1.1281578947368425,Increasing,74.28275862068966,10.661437729451755
101_1009,0.7438423645320197,1.6405531599872347e-08,0.9346989966555184,Increasing,77.9551724137931,8.243140772658178
101_101,0.9532019704433498,4.46753745109163e-13,1.1408333333333323,Increasing,72.17586206896551,10.611498486024773
101_1010,0.9137931034482759,3.907540957470701e-12,1.2000000000000004,Increasing,70.40689655172415,10.157447786773142
101_1013,0.9014778325123153,7.55773221783329e-12,1.0822916666666669,Increasing,68.5448275862069,9.305859711508308
101_1014,0.6108374384236454,3.599845775026367e-06,0.8073232323232322,Increasing,61.262068965517244,7.787231538212186
101_1015,0.8374384236453202,2.0309398607309959e-10,0.6177865612648219,Increasing,65.41379310344827,5.50364920556202
101_1016,0.7118226600985221,6.578379418975544e-08,0.4972222222222223,Increasing,36.94137931034483,5.803002625952646
101_1017,0.4458128078817734,0.0007342741482312398,0.24276018099547503,Increasing,42.71724137931034,3.1007306108474455
101_1018,0.4630541871921182,0.0004519006683851856,0.23266666666666605,Increasing,37.251724137931035,3.431258006927928
101_1019,0.9236453201970444,2.291056233616473e-12,1.002777777777778,Increasing,77.2551724137931,8.943407751615307
101_102,0.896551724137931,9.815925849920859e-12,0.9422619047619047,Increasing,63.50689655172415,8.33935129514168
101_1020,0.8620689655172413,5.887601517429175e-11,1.1724747474747472,Increasing,70.02758620689656,10.067664063269307
101_1021,0.8596059113300493,6.674016894692159e-11,0.7350877192982461,Increasing,77.94137931034484,6.304049997689186
101_1022,0.8916256157635468,1.273137151258652e-11,0.9489130434782622,Increasing,78.65517241379312,8.904535311188592
101_1023,0.8842364532019704,1.875677391183217e-11,0.8343137254901958,Increasing,77.93793103448277,7.3099560729423825
101_1024,0.7955665024630542,1.54022639087259e-09,0.833409090909091,Increasing,61.165517241379305,7.388260765989141
101_1025,0.7561576354679803,9.469504513859306e-09,0.75,Increasing,78.75862068965517,6.830485277927604
101_1026,0.8325123152709359,2.59092081122958e-10,0.6238636363636364,Increasing,38.66896551724139,5.707533040868362
101_1027,0.9064039408866995,5.810907310888069e-12,1.0707142857142853,Increasing,74.14827586206896,9.019198706271553
101_1028,0.8374384236453202,2.0309398607309959e-10,1.704166666666668,Increasing,38.33793103448276,15.03736527254929
101_1029,0.9261083743842364,2.0030643810287074e-12,1.1098214285714287,Increasing,67.2,9.73511241810301
101_103,0.6477832512315271,8.895836753897157e-07,0.6190909090909091,Increasing,34.34827586206896,5.907541684278352
101_1030,0.8448275862068966,1.4058532116223432e-10,0.9627450980392154,Increasing,79.8103448275862,8.508062903143848
101_1031,0.7733990147783252,4.324605118455338e-09,0.7566964285714282,Increasing,77.6241379310345,6.872466563805909
101_1032,0.8251231527093597,3.7236480565638885e-10,0.893076923076923,Increasing,78.66896551724139,8.006510430560432
101_1033,0.9039408866995073,6.6282535016171096e-12,0.9714285714285718,Increasing,67.2551724137931,8.855646404759822
101_1034,0.812807881773399,6.768692273340093e-10,0.8880701754385963,Increasing,68.94827586206897,7.589085660689266
101_1035,0.7906403940886699,1.9420676178327767e-09,0.8775210084033613,Increasing,63.75862068965518,7.697492526852576
101_1036,0.9211822660098522,2.6194602043005943e-12,0.8645833333333335,Increasing,54.010344827586195,7.417748744249705
101_1037,0.8940886699507389,1.1180834036395026e-11,0.9633928571428574,Increasing,72.57931034482758,8.68595296065553
101_1038,0.9384236453201971,1.0178524689763435e-12,1.1325757575757578,Increasing,53.089655172413785,9.561609474516459
101_1039,0.874384236453202,3.129319026129451e-11,1.0077294685990341,Increasing,75.4896551724138,8.656205461086412
101_104,0.9310344827586207,1.5294432387236157e-12,1.2160256410256411,Increasing,36.27931034482759,10.18119901178045
101_1040,0.8399014778325123,1.7971912846803662e-10,0.9958041958041961,Increasing,68.01034482758621,8.49755927747476
101_1042,0.8817733990147784,2.1328272481468957e-11,1.4022727272727273,Increasing,58.98620689655172,12.51905373029533
101_1043,0.8768472906403941,2.7548630043838784e-11,0.9531135531135534,Increasing,61.73103448275862,8.209460625244
101_1044,0.9014778325123153,7.55773221783329e-12,1.2083916083916084,Increasing,40.47931034482758,10.586112545912242
101_1045,0.9359605911330049,1.1661782650662644e-12,1.1725000000000005,Increasing,58.099999999999994,10.111891258690742
101_1046,0.8522167487684729,9.701461856082005e-11,0.7666666666666677,Increasing,77.38275862068966,6.987183783012875
101_1047,0.41133004926108374,0.001846706891474481,0.18722826086956532,Increasing,37.024137931034474,2.509795316893226
101_1048,0.9064039408866995,5.810907310888069e-12,0.8800000000000001,Increasing,77.87931034482759,8.386704556467885
101_1049,0.8325123152709359,2.59092081122958e-10,0.6107954545454544,Increasing,34.95862068965517,5.589554127019639
101_105,0.9408866995073891,8.881784197001252e-13,1.2113247863247865,Increasing,60.093103448275855,10.170712891112224
101_1050,0.8891625615763546,1.4491741140432168e-11,1.1406593406593406,Increasing,77.13448275862069,10.296945508325607
101_1051,0.9507389162561576,5.129230373768223e-13,1.6952380952380954,Increasing,64.90344827586206,15.270243381720533
101_1052,0.9482758620689655,5.88640247656258e-13,1.2242647058823528,Increasing,53.08965517241379,10.38039746855735
101_1054,0.9852216748768473,7.194245199571014e-14,1.530625,Increasing,61.69655172413793,13.188042723164582
101_1055,0.8423645320197044,1.5897971827882884e-10,1.260990338164251,Increasing,73.6448275862069,11.084210148921118
101_1056,0.9630541871921182,2.5623947408348613e-13,1.4784161490683232,Increasing,59.934482758620696,13.161680949715981
101_1057,0.7906403940886699,1.9420676178327767e-09,0.98452380952381,Increasing,71.30000000000001,8.750408857442821
101_1058,0.8300492610837439,2.924882558374975e-10,0.9666666666666661,Increasing,67.21724137931034,8.461029079235402
101_1059,0.9039408866995073,6.6282535016171096e-12,0.8999999999999995,Increasing,71.47586206896553,7.951042229336931
101_106,0.8374384236453202,2.0309398607309959e-10,1.1292735042735045,Increasing,58.927586206896564,9.621738912007759
101_1060,0.9310344827586207,1.5294432387236157e-12,1.0020833333333332,Increasing,72.99655172413793,9.458420177139764
101_1061,0.41625615763546797,0.0016251517273098148,0.3422222222222226,Increasing,38.306896551724144,4.890520812437533
101_1063,0.5246305418719212,6.987555467663498e-05,0.3820855614973263,Increasing,49.18275862068966,5.6873767642892625
101_1064,0.8399014778325123,1.7971912846803662e-10,0.8792857142857142,Increasing,35.920689655172424,7.909112130750806
101_1065,0.8596059113300493,6.674016894692159e-11,1.1,Increasing,77.84137931034482,9.575670220223152
101_1066,0.8866995073891626,1.64896984955476e-11,0.9295031055900622,Increasing,74.20689655172414,8.568785816474165
101_1067,0.9088669950738916,5.092815058560518e-12,1.0,Increasing,78.89310344827587,8.695656110736845
101_1068,0.9433497536945813,7.744915819785092e-13,1.022875816993464,Increasing,59.541379310344816,8.678253329796478
101_1069,0.9064039408866995,5.810907310888069e-12,0.8999999999999999,Increasing,43.72758620689656,7.704270940545054
101_107,0.8669950738916257,4.577116463622133e-11,1.1735,Increasing,38.665517241379305,10.023086311871209
101_1070,0.9064039408866995,5.810907310888069e-12,1.0958333333333334,Increasing,65.6448275862069,9.339961832857723
101_1071,0.9433497536945813,7.744915819785092e-13,0.832051282051282,Increasing,82.97241379310346,7.2736129878995355
101_1073,0.5812807881773399,1.0425996386898007e-05,0.4399999999999994,Increasing,66.89999999999999,4.771177834773557
101_1074,0.9039408866995073,6.6282535016171096e-12,0.8499999999999998,Increasing,78.67931034482758,7.752791680080187
101_1075,0.8891625615763546,1.4491741140432168e-11,0.8187062937062941,Increasing,70.99310344827587,7.0774499125857835
101_1076,0.9458128078817734,6.752376435770202e-13,1.0255434782608706,Increasing,73.14827586206896,9.588449253988568
101_1077,0.9064039408866995,5.810907310888069e-12,0.9,Increasing,78.56896551724138,7.564714067950316
101_1078,0.7955665024630542,1.54022639087259e-09,0.7315340909090913,Increasing,80.22758620689656,6.890718222498923
101_1079,0.5344827586206896,5.083784650095069e-05,0.41333333333333344,Increasing,67.65517241379311,4.568677934996268
101_108,0.8029556650246306,1.0850405018913989e-09,1.0215384615384617,Increasing,41.12758620689655,8.978936906266037
101_1081,0.9655172413793104,2.227107387398064e-13,1.176388888888889,Increasing,68.61724137931034,10.805364854154217
101_1082,0.8325123152709359,2.59092081122958e-10,0.6513157894736847,Increasing,47.703448275862065,5.657493215966232
101_1083,0.9359605911330049,1.1661782650662644e-12,1.75,Increasing,52.0655172413793,14.814933655444426
101_1084,0.8423645320197044,1.5897971827882884e-10,0.8717948717948714,Increasing,84.27586206896552,7.762582896327378
101_1085,0.8940886699507389,1.1180834036395026e-11,1.1387499999999995,Increasing,73.97241379310344,10.346576863595637
101_1086,0.8472906403940886,1.242763669750957e-10,1.2978260869565204,Increasing,62.848275862068974,11.15111315580446
101_1087,0.896551724137931,9.815925849920859e-12,1.2235384615384615,Increasing,70.3896551724138,10.424286788721218
101_1088,0.6773399014778325,2.751643604081977e-07,0.5999999999999999,Increasing,40.186206896551724,5.6917195836814365
101_1089,0.958128078817734,3.383959779057477e-13,0.8285000000000002,Increasing,73.88965517241378,7.605458331541767
101_109,0.9876847290640394,6.217248937900877e-14,1.1599999999999997,Increasing,47.099999999999994,9.912583434444704
101_1090,0.8374384236453202,2.0309398607309959e-10,1.0289915966386556,Increasing,72.74827586206898,9.394041423622088
101_1091,0.9556650246305419,3.888001032237298e-13,1.126136363636364,Increasing,75.93448275862067,9.989486744678954
