location,tau,p_value,slope,trend_class,mean_value,std_value
101_1,-0.9112903225806451,2.6001423236721166e-13,-0.9018543956043956,Decreasing,35.6234375,8.345024194608051
101_10,-0.25,0.04608393295095614,-0.16473429951690818,Decreasing,42.057500000000005,4.813486262575183
101_100,-0.49193548387096775,8.127869954099864e-05,-0.19168956043956048,Decreasing,36.295,2.943067065154989
101_1000,0.701058201058201,1.8310345972771813e-07,0.9015833333333332,Increasing,40.66321428571428,8.397808835630633
101_1001,-0.875,2.191358206005134e-12,-0.8952777777777778,Decreasing,58.005624999999995,8.654667793126146
101_1002,-0.592741935483871,2.019923096563403e-06,-0.36251488095238105,Decreasing,38.0315625,4.226105705444878
101_1003,-0.7399193548387096,2.934484433225748e-09,-0.29000000000000015,Decreasing,42.1490625,2.9179437959107006
101_1004,-0.7903225806451613,2.2882273853497281e-10,-0.45944444444444454,Decreasing,41.901562500000004,4.881945763073751
101_1005,-0.8225806451612904,4.108913209677212e-11,-0.7186666666666666,Decreasing,39.336875,7.082201475132926
101_1006,-0.5786290322580645,3.519574691690508e-06,-0.24921052631578944,Decreasing,41.31156250000001,2.8568044969149975
101_1007,-0.028225806451612902,0.8330324989520455,-0.018684210526316015,No significant trend,33.95343749999999,2.16240261251085
101_1008,-0.8205645161290323,4.583267099178556e-11,-0.7333928571428572,Decreasing,41.453125,7.084848021261641
101_1009,-0.8689516129032258,3.1008529077780622e-12,-0.6076817042606517,Decreasing,35.2746875,6.0246488405834695
101_101,-0.7157258064516129,9.432809422449395e-09,-0.5475000000000003,Decreasing,41.5253125,6.169020376230229
101_1010,-0.7096774193548387,1.2557821005287906e-08,-0.3510175438596493,Decreasing,32.540625,3.89674859458177
101_1013,-0.6270161290322581,4.979515006997559e-07,-0.3759999999999998,Decreasing,40.1225,3.9378658560189677
101_1014,-0.41935483870967744,0.0007884847400962958,-0.27357585139318885,Decreasing,47.74625,4.443469048783845
101_1015,-0.625,5.418056365780188e-07,-0.27577935222672073,Decreasing,32.06875,3.1768004245624244
101_1016,0.7278225806451613,5.285553328349124e-09,0.31397435897435844,Increasing,36.8375,3.825130716720672
101_1017,-0.2620967741935484,0.03644545316257175,-0.12908333333333322,Decreasing,42.378750000000004,2.9419283110742183
101_1018,-0.4737903225806452,0.00014785185590326932,-0.1228333333333334,Decreasing,35.5378125,2.001093036278861
101_1019,-0.6854838709677419,3.854806762682017e-08,-0.6533958333333332,Decreasing,42.728125,6.92436388662345
101_102,-0.8548387096774194,6.907363570007874e-12,-0.5879166666666668,Decreasing,44.2634375,5.5550774124753435
101_1020,-0.6895161290322581,3.2057687171516136e-08,-0.49129166666666657,Decreasing,44.498125,5.250137758609291
101_1021,-0.45564516129032256,0.00026356866715215865,-0.2136274509803921,Decreasing,41.647499999999994,3.1215781265251077
101_1022,-0.5463709677419355,1.1953055304658733e-05,-0.449090909090909,Decreasing,33.7603125,5.360273712912779
101_1023,-0.5504032258064516,1.0295362178336376e-05,-0.33809782608695654,Decreasing,36.7275,4.02739602597013
101_1024,-0.37701612903225806,0.0025591348086346777,-0.2384090909090908,Decreasing,46.185625,3.464666233474012
101_1025,-0.7056451612903226,1.5177737733296226e-08,-0.5018518518518518,Decreasing,32.0253125,5.0697965839216605
101_1026,0.06451612903225806,0.6151681449180015,0.015208333333333341,No significant trend,39.575312499999995,1.2180311581990622
101_1027,-0.8145161290322581,6.351164039131163e-11,-0.48375,Decreasing,35.555,5.118092906542436
