location,tau,p_value,slope,trend_class,mean_value,std_value
101_1,0.047311827956989246,0.721148135879736,0.0,No significant trend,2.02,0.03519530760512481
101_10,0.0,1.0,0.0,No significant trend,0.0,0.0
101_100,0.025806451612903226,0.8516915353162966,0.0,No significant trend,99.99032258064516,0.053005408790822
101_1000,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1001,0.3311827956989247,0.009310109795033439,0.001176470588235295,Increasing,1.446774193548387,0.03052097076778031
101_1002,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1003,-0.23440860215053763,0.06641490832840091,-0.10500000000000043,No significant trend,53.5341935483871,20.653373351616164
101_1004,0.25591397849462366,0.0449013762794892,0.009999999999999787,Increasing,6.917096774193548,1.2842499845796453
101_1005,0.2,0.11789500171022893,0.0030769230769230795,No significant trend,6.384193548387097,0.13094628777081593
101_1006,0.35913978494623655,0.004781376457623443,0.0036363636363636394,Increasing,3.421935483870968,0.11217553510627336
101_1007,-0.6666666666666666,1.5054404212122563e-07,-0.9899999999999998,Decreasing,72.79516129032258,12.209412516834849
101_1008,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1009,0.0,1.0,0.0,No significant trend,0.0,0.0
101_101,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1010,0.43870967741935485,0.0005600206571134692,0.005999999999999961,Increasing,0.8338709677419357,1.1245147409907597
101_1013,0.24301075268817204,0.05696246823315332,0.028000000000000115,No significant trend,11.28967741935484,0.6940692717634486
101_1014,0.45161290322580644,0.0003819501147899196,0.9393103448275861,Increasing,11.620000000000001,13.675260922202638
101_1015,0.14193548387096774,0.26926051859260536,0.0,No significant trend,87.95032258064515,16.062626926094918
101_1016,0.17849462365591398,0.16340634586373248,0.0,No significant trend,67.80612903225807,35.47639903148874
101_1017,-0.37849462365591396,0.002935879872567604,-0.0009523809523807629,Decreasing,98.91161290322582,4.38478829207125
101_1018,0.36774193548387096,0.003859889400894323,0.0483333333333328,Increasing,86.2741935483871,28.52924066176197
101_1019,0.5311827956989247,2.9007853530993444e-05,0.3373333333333333,Increasing,3.322258064516129,4.5001281054721955
101_102,0.45376344086021503,0.00035800799918561665,0.09857142857142875,Increasing,5.6567741935483875,7.630018977314063
101_1020,0.06451612903225806,0.6220860087372633,0.003333333333333381,No significant trend,8.055483870967741,2.691077058281836
101_1021,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1022,-0.22795698924731184,0.07432236131839742,-0.005199999999999995,No significant trend,2.571935483870968,1.5318646014344715
101_1023,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1024,0.5612903225806452,9.91272679740085e-06,1.0399999999999998,Increasing,23.40193548387096,11.483957511453529
101_1025,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1026,-0.11182795698924732,0.3860421406420662,-0.01666666666666572,No significant trend,82.62451612903227,1.4687779399339553
101_1027,0.0,1.0,0.0,No significant trend,0.0,0.0
101_1028,0.2860215053763441,0.024862848209154853,0.2839999999999989,Increasing,37.53129032258064,14.462953060778888
101_1029,0.3311827956989247,0.009310109795033439,0.041818181818181734,Increasing,9.209354838709679,2.2657619034492016
